StockCode,recommended_StockCode,recommended_Description,similarity_score,rank
20984,35816B,"ACRYLIC JEWEL ANGEL,BLUE",0.8258,7
20984,35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",0.8254,8
20984,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.8253,9
20984,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.8253,10
20985,22563,HAPPY STENCIL CRAFT,0.7994,1
20985,21948,SET OF 6 CAKE CHOPSTICKS,0.7858,2
20985,21949,SET OF 6 STRAWBERRY CHOPSTICKS,0.7751,3
20985,22448,PIN CUSHION RUSSIAN DOLL RED,0.7736,4
20985,22610,PENS ASSORTED FUNNY FACE,0.7618,5
20985,22562,MONSTERS STENCIL CRAFT,0.7358,6
20985,22526,WHEELBARROW FOR CHILDREN,0.6731,7
20985,16219,HOUSE SHAPE PENCIL SHARPENER,0.6616,8
20985,22454,MEASURING TAPE RUSSIAN DOLL RED,0.6532,9
20985,21889,WOODEN BOX OF DOMINOES,0.6481,10
20986,21867,PINK UNION JACK  LUGGAGE TAG,0.4797,1
20986,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,0.4643,2
20986,37467,PIG MUG IN TWO COLOUR DESIGNS,0.4343,3
20986,21866,UNION JACK FLAG LUGGAGE TAG,0.419,4
20986,84846A,SCENTED CANDLE IN DIGITALIS TIN,0.4145,5
20986,35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.4079,6
20986,20868,SILVER FABRIC MIRROR,0.3378,7
20986,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,0.3302,8
20986,85034C,3 ROSE MORRIS BOXED CANDLES,0.3055,9
20986,21248,DOOR HANGER  MUM + DADS ROOM,0.2822,10
20987,22431,WATERING CAN BLUE ELEPHANT,0.6329,1
20987,84006,MAGIC TREE -PAPER FLOWERS,0.6155,2
20987,21724,PANDA AND BUNNIES STICKER SHEET,0.5786,3
20987,22433,WATERING CAN GREEN DINOSAUR,0.5475,4
20987,37462B,"PET MUG, BUDGIE",0.5085,5
20987,20990,SPRING FLOWER CHOPSTICKS SET/5,0.4917,6
20987,21721,CANDY SHOP  STICKER SHEET,0.4149,7
20987,37495,FAIRY CAKE BIRTHDAY CANDLE SET,0.4102,8
20987,15034,PAPER POCKET TRAVELING FAN,0.4016,9
20987,21947,SET OF 6 HEART CHOPSTICKS,0.4008,10
20988,23149,ANTIQUE IVORY WIRE BOWL SMALL,0.2502,1
20988,85081,PADDED HOLLY CHRISTMAS DECORATION,0.2466,2
20988,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,0.2384,3
20988,23481,PEARLISED IVORY HEART SMALL,0.2047,4
20988,23467,VINTAGE ZINC PLANTER,0.2047,5
20988,22107,PIZZA PLATE IN BOX,0.1324,6
20988,21690,SILVER  CANDLEPOT JARDIN,0.1144,7
20988,84572,6 HOOK JEWEL STAND LILAC DRESS,0.0953,8
20988,23472,NINE DRAWER OFFICE TIDY,0.0919,9
20988,84893,ANT WHITE IRON BASKET,0.0888,10
20989,84854,GIRLY PINK TOOL SET,0.8371,1
20989,72780,BLACK SILOUETTE CANDLE PLATE,0.7879,2
20989,21041,RED SPOTTY OVEN GLOVE DOUBLE,0.7775,3
20989,40002,WHITE BAMBOO RIBS LAMPSHADE,0.7535,4
20989,84499,BLACK FLOWER CANDLE PLATE,0.7526,5
20989,17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,0.7511,6
20989,84464,S/60 PINK FLUFFY CHICKS IN BOX,0.7461,7
20989,79329,PINK FLOCK GLASS CANDLEHOLDER,0.7432,8
20989,17129F,DEEP BLUE GLASS GEMS IN BAG,0.7429,9
20989,21321,GLASS CHALICE BLUE  LARGE,0.7356,10
20990,20989,URBAN CHIC CHOPSTICKS SET/5,0.6897,1
20990,21041,RED SPOTTY OVEN GLOVE DOUBLE,0.6162,2
20990,84854,GIRLY PINK TOOL SET,0.5695,3
20990,72780,BLACK SILOUETTE CANDLE PLATE,0.5007,4
20990,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,0.4924,5
20990,20987,GEISHA GIRL CHOPSTICKS SET/5,0.4917,6
20990,84989B,75 BLACK FAIRY CAKE CASES,0.467,7
20990,22101,MIRROR MOSAIC VOTIVE HOLDER,0.4528,8
20990,90214S,"LETTER ""S"" BLING KEY RING",0.436,9
20990,90214C,"LETTER ""C"" BLING KEY RING",0.432,10
20991,47503E,ASS FLORAL PRINT SCISSORS,0.9997,1
20991,37351,ORANGE FLOWER MUG,0.9997,2
20991,20800,LARGE GLASS SUNDAE DISH CLEAR,0.9997,3
20991,37352,BIRD IN TREE MUG,0.9997,4
20991,20776,ABSTRACT CIRCLES NOTEBOOK,0.9997,5
20991,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,0.9997,6
20991,16044,POP-ART FLUORESCENT PENS,0.9997,7
20991,20778,GARDEN PATH NOTEBOOK,0.9997,8
20991,20775,DAISY NOTEBOOK,0.9997,9
20991,21092,SET/6 STRAWBERRY PAPER PLATES,0.9997,10
20992,90210D,PURPLE ACRYLIC FACETED BANGLE,0.7538,1
20992,79030G,"TUMBLER, NEW ENGLAND",0.6768,2
20992,85132A,CHARLIE + LOLA BISCUITS TINS,0.6452,3
20992,85132B,CHARLIE AND LOLA TABLE TINS,0.6406,4
20992,37492C,GREEN BLUE FLOWER PIGGY BANK,0.623,5
20992,37492A,YELLOW RED FLOWER PIGGY BANK,0.6192,6
20992,21287,SCENTED VELVET LOUNGE CANDLE,0.6174,7
20992,21159,MOODY BOY  DOOR HANGER,0.6155,8
20992,21158,MOODY GIRL DOOR HANGER,0.6143,9
20992,37492B,BLUE YELLOW FLOWER PIGGY BANK,0.6134,10
20993,20991,JAZZ HEARTS MAGNETIC MEMO PAD,0.9946,1
20993,17109B,FLOWER FAIRY INCENSE LAVENDER,0.9944,2
20993,37351,ORANGE FLOWER MUG,0.9942,3
20993,20800,LARGE GLASS SUNDAE DISH CLEAR,0.9942,4
20993,47503E,ASS FLORAL PRINT SCISSORS,0.9942,5
20993,37352,BIRD IN TREE MUG,0.9942,6
20993,16044,POP-ART FLUORESCENT PENS,0.9941,7
20993,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,0.9941,8
20993,20776,ABSTRACT CIRCLES NOTEBOOK,0.9941,9
20993,20775,DAISY NOTEBOOK,0.9941,10
20994,16161M,WRAP  PINK FLOCK,0.1512,1
20994,84709A,SILVER OVAL JEWELLED MIRROR,0.1432,2
20994,90002A,FLOWER BURST SILVER RING OPAL,0.1198,3
20994,81950V,FLOWER PURPLE CLOCK W/SUCKER,0.117,4
20994,35051B,PINK BEADED CONE CHRISTMAS,0.1118,5
20994,84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",0.1116,6
20994,90214B,"LETTER ""B"" BLING KEY RING",0.0993,7
20994,84741C,CITRUS GARLAND FELT FLOWERS,0.0968,8
20994,90214N,"LETTER ""N"" BLING KEY RING",0.0923,9
20994,84882,GREEN WIRE STANDING CANDLE HOLDER,0.0836,10
20996,16119,FUNKY GIRL ADDRESS BOOK,0.8685,1
20996,85023B,EAU DE NILE JEWELLED PHOTOFRAME,0.822,2
20996,85166B,BLACK METAL BAROQUE PHOTO FRAME,0.733,3
20996,85167B,BLACK GRAND BAROQUE PHOTO FRAME,0.7026,4
20996,84601A,NEW BAROQUE IVORY CUSHION COVER,0.6518,5
20996,72755C,FLOWER FAIRY OIL BURNER SET ROSE,0.6481,6
20996,51020A,SUMMER FUN DESIGN SHOWER CAP,0.6415,7
20996,72755D,FLOWER FAIRY OIL BURNER SET SUMMER,0.631,8
20996,84907,PINK/YELLOW PATCH CUSHION COVER,0.6282,9
20996,47585A,PINK FAIRY CAKE CUSHION COVER,0.6278,10
20997,22668,PINK BABY BUNTING,0.4836,1
20997,84620,BLUE GINGHAM ROSE CUSHION COVER,0.3978,2
20997,22669,RED BABY BUNTING,0.3524,3
20997,90035B,"PEARL & SHELL 42""NECKL. PINK",0.2034,4
20997,90035C,"PEARL & SHELL 42""NECKL. IVORY",0.1972,5
20997,84030B,KNITTED POM POM HOT WATER BOTTLE,0.1852,6
20997,20620,RED SPOTTY PASSPORT COVER,0.1541,7
20997,20721,OWLS CHARLOTTE BAG,0.1541,8
20997,35945,GOLD CHRISTMAS STOCKING DECORATION,0.1541,9
20997,84311,CAMOFLAGE CUSHION COVER,0.1541,10
20998,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.4605,1
20998,35241,ENAMEL BLUE RIM BISCUIT BIN,0.4377,2
20998,47341A,FUSCHIA TABLE RUN FLOWER,0.4293,3
20998,84968A,S/16 VINTAGE ROSE CUTLERY,0.3938,4
20998,85055,FRENCH ENAMEL UTENSIL HOLDER,0.3518,5
20998,84968F,S/16 VINTAGE SKY BLUE CUTLERY,0.3384,6
20998,84913A,SOFT PINK ROSE TOWEL,0.3343,7
20998,90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,0.3305,8
20998,35597B,BLACKCHRISTMAS TREE 30CM,0.3275,9
20998,85096,HILDA CANDY SPOT RABBIT,0.3237,10
21000,15059A,ENGLISH ROSE EDWARDIAN PARASOL,0.9985,1
21000,22790,"MIRROR, ARCHED GEORGIAN",0.9985,2
21000,48175,DOOR MAT CAMOUFLAGE,0.9985,3
21000,85128,PLANTPOT SINGLE HOOK PISTACHIO,0.9985,4
21000,37482B,CUBIC MUG BLUE POLKA DOT,0.9984,5
21000,21308,LOUVRE VANITY MIRROR,0.9983,6
21000,84767,ZINC POLICE BOX LANTERN,0.9983,7
21000,22830,UTILTY CABINET WITH HOOKS,0.9982,8
21000,23134,LARGE ZINC HEART WALL ORGANISER,0.9982,9
21000,23135,SMALL ZINC HEART WALL ORGANISER,0.9981,10
21001,90168,2 DAISIES HAIR COMB,0.4463,1
21001,84867A,PINK BABY GIRLS PHOTO ALBUM,0.3958,2
21001,90177C,DROP DIAMANTE EARRINGS CRYSTAL,0.3914,3
21001,20678,LARGE BLACK DIAMANTE HAIRSLIDE,0.3865,4
21001,90076,MONTANA DIAMOND CLUSTER EARRINGS,0.3865,5
21001,90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,0.3865,6
21001,90177A,CLASSIC DIAMANTE EARRINGS JET,0.3812,7
21001,22266,EASTER DECORATION HANGING BUNNY,0.3801,8
21001,90118,PINK DAISY BAG CHARM,0.3762,9
21001,90177E,DROP DIAMANTE EARRINGS GREEN,0.3762,10
21002,23427,STOOL HOME SWEET HOME,0.8899,1
21002,23213,STAR WREATH DECORATION WITH BELL,0.8505,2
21002,47367B,PAIR PADDED HANGERS PINK CHECK,0.8108,3
21002,23212,HEART WREATH DECORATION WITH BELL,0.7569,4
21002,23210,WHITE ROCKING HORSE HAND PAINTED,0.7107,5
21002,23211,RED ROCKING HORSE HAND PAINTED,0.689,6
21002,22861,EASTER TIN CHICKS IN GARDEN,0.5991,7
21002,21837,CROSS STITCH ALPHABET CUSHION COVER,0.5925,8
21002,23396,BUTTERFLY CUSHION COVER,0.5319,9
21002,23395,BELLE JARDINIERE CUSHION COVER,0.4413,10
21003,84705A,ENGLISH ROSE PHOTO FRAME,0.3621,1
21003,84030B,KNITTED POM POM HOT WATER BOTTLE,0.3595,2
21003,84925C,FAIRY CAKES  WALL THERMOMETER,0.3258,3
21003,84849D,HOT BATHS SOAP HOLDER,0.2418,4
21003,21004,ROSE DU SUD CHILDS APRON,0.2388,5
21003,20715,LITTLE FLOWER SHOPPER BAG,0.2357,6
21003,23046,PAPER LANTERN 9 POINT DELUXE STAR,0.2349,7
21003,37345,ASSTD HEARTS DESIGN MUGS,0.2347,8
21003,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,0.2346,9
21003,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,0.234,10
21004,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,0.5916,1
21004,22936,BAKING MOULD ROSE WHITE CHOCOLATE,0.5858,2
21004,20715,LITTLE FLOWER SHOPPER BAG,0.5855,3
21004,22363,GLASS JAR MARMALADE,0.5841,4
21004,21737,SET 3 WICKER LOG BASKETS,0.5835,5
21004,22204,MILK PAN BLUE RETROSPOT,0.5833,6
21004,23046,PAPER LANTERN 9 POINT DELUXE STAR,0.5832,7
21004,37345,ASSTD HEARTS DESIGN MUGS,0.5831,8
21004,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,0.5828,9
21004,21438,TUB 24 HANGING EASTER EGGS SPOTTY,0.5821,10
21007,22172,METAL SHELF WITH RAIL,0.4426,1
21007,35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",0.4167,2
21007,71101E,STANDING FAIRY POLE SUPPORT,0.4119,3
21007,21322,GLASS SPHERE CANDLE STAND LARGE,0.4025,4
21007,35821B,"JEWELLED DECORATION,BLUE",0.3607,5
21007,22685,"FRENCH BLUE METAL DOOR SIGN, 0",0.3604,6
21007,22684,"FRENCH BLUE METAL DOOR SIGN, 9",0.3549,7
21007,22683,"FRENCH BLUE METAL DOOR SIGN, 8",0.3501,8
21007,22678,"FRENCH BLUE METAL DOOR SIGN, 3",0.3411,9
21007,22682,"FRENCH BLUE METAL DOOR SIGN, 7",0.3309,10
21009,21010,ETCHED GLASS BIRD TREE DECORATION,0.5003,1
21009,23439,HAND WARMER RED LOVE HEART,0.416,2
21009,22866,HAND WARMER SCOTTY DOG DESIGN,0.3802,3
21009,22867,HAND WARMER BIRD DESIGN,0.3752,4
21009,35981C,WHITE SNOW SCANDINAVIAN STOCKING,0.2635,5
21009,35071,ASSORTED SANTA CHRISTMAS DECORATION,0.2454,6
21009,22865,HAND WARMER OWL DESIGN,0.2363,7
21009,20751,FUNKY WASHING UP GLOVES ASSORTED,0.236,8
21009,35962,12 ASS ZINC CHRISTMAS DECORATIONS,0.2251,9
21009,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,0.2195,10
21010,21009,ETCHED GLASS STAR TREE DECORATION,0.5003,1
21010,23439,HAND WARMER RED LOVE HEART,0.412,2
21010,22866,HAND WARMER SCOTTY DOG DESIGN,0.4032,3
21010,22867,HAND WARMER BIRD DESIGN,0.3957,4
21010,37370,RETRO COFFEE MUGS ASSORTED,0.3724,5
21010,22125,UNION JACK HOT WATER BOTTLE,0.327,6
21010,72771C,BLACK FLOCK GOLD CANDLE,0.2875,7
21010,85044,RED REINDEER STRING OF 20 LIGHTS,0.2534,8
21010,21711,FOLDING UMBRELLA  WHITE/RED  SPOT,0.2471,9
21010,23537,I LOVE LONDON WALL ART,0.2401,10
21011,85094,CANDY SPOT EGG WARMER RABBIT,0.3834,1
21011,20678,LARGE BLACK DIAMANTE HAIRSLIDE,0.3496,2
21011,90076,MONTANA DIAMOND CLUSTER EARRINGS,0.3496,3
21011,90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,0.3496,4
21011,90177A,CLASSIC DIAMANTE EARRINGS JET,0.3449,5
21011,22266,EASTER DECORATION HANGING BUNNY,0.3438,6
21011,84867A,PINK BABY GIRLS PHOTO ALBUM,0.3437,7
21011,90118,PINK DAISY BAG CHARM,0.3403,8
21011,90177E,DROP DIAMANTE EARRINGS GREEN,0.3403,9
21011,90202A,PURPLE ENAMEL FLOWER HAIR TIE,0.3403,10
21012,16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,0.8891,1
21012,84726,LILLIES CANVAS PICTURE,0.8789,2
21012,72801G,S/4 BURGUNDY WINE DINNER CANDLES,0.8639,3
21012,78124,MAGAZINE RACK GEBRA ASSORTED,0.8621,4
21012,21942,SKULLS DESIGN FLANNEL,0.8585,5
21012,21944,KITTENS DESIGN FLANNEL,0.8545,6
21012,16258B,DAISY ERASERS IN BAG,0.8455,7
21012,22096,PINK PAISLEY SQUARE TISSUE BOX,0.8444,8
21012,16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,0.8235,9
21012,72755D,FLOWER FAIRY OIL BURNER SET SUMMER,0.8174,10
21014,21015,DARK BIRD HOUSE TREE DECORATION,0.5111,1
21014,85230B,CINNAMON SCENTED VOTIVE CANDLE,0.4394,2
21014,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,0.4203,3
21014,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.4177,4
21014,20654,FIRST CLASS LUGGAGE TAG,0.4097,5
21014,47503G,ASS FLORAL PRINT TAPE MEASURE,0.4022,6
21014,72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,0.3961,7
21014,84683,CLASSICAL ROSE CANDLESTAND,0.3915,8
21014,23137,ZINC WIRE SWEETHEART LETTER TRAY,0.3863,9
21014,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,0.3804,10
21015,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.7319,1
21015,84387A,BIRD ON BRANCH CANVAS SCREEN,0.7163,2
21015,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.7159,3
21015,84858A,NATURAL RIVIERA HANDBAG,0.7115,4
21015,72793,BLACK BOX MIRROR LANTERN,0.7105,5
21015,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.7062,6
21015,71510,SQUARE METAL CANDLEHOLDER BASE,0.7051,7
21015,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.7034,8
21015,35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.7024,9
21015,21065,BOOM BOX SPEAKER GIRLS,0.7014,10
21016,35610A,PINK CHRISTMAS FLOCK DROPLET,0.4225,1
21016,35610B,BLACK CHRISTMAS FLOCK DROPLET,0.3921,2
21016,35600D,PINK AND WHITE CHRISTMAS TREE 180CM,0.3686,3
21016,35598B,BLACK CHRISTMAS TREE 60CM,0.3134,4
21016,21015,DARK BIRD HOUSE TREE DECORATION,0.3098,5
21016,84387A,BIRD ON BRANCH CANVAS SCREEN,0.3087,6
21016,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.3086,7
21016,35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.3085,8
21016,21284,RETRO SPOT CANDLE  SMALL,0.3072,9
21016,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.3072,10
21017,16012,FOOD/DRINK SPUNGE STICKERS,0.4119,1
21017,21195,PINK  HONEYCOMB PAPER BALL,0.2796,2
21017,20678,LARGE BLACK DIAMANTE HAIRSLIDE,0.2704,3
21017,90076,MONTANA DIAMOND CLUSTER EARRINGS,0.2704,4
21017,90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,0.2704,5
21017,90101,WHITE FRANGIPANI NECKLACE,0.2682,6
21017,90177A,CLASSIC DIAMANTE EARRINGS JET,0.2668,7
21017,84867A,PINK BABY GIRLS PHOTO ALBUM,0.2659,8
21017,90177E,DROP DIAMANTE EARRINGS GREEN,0.2654,9
21017,90118,PINK DAISY BAG CHARM,0.2632,10
21018,46138D,GREEN CHENILLE SHAGGY C/COVER,0.5745,1
21018,79301,FEATHER HEART LIGHTS,0.5745,2
21018,90060C,FIRE POLISHED GLASS NECKL SILVER,0.5623,3
21018,90060F,FIRE POLISHED GLASS NECKL GREEN,0.5185,4
21018,90060D,FIRE POLISHED GLASS NECKL BRONZE,0.466,5
21018,81950V,FLOWER PURPLE CLOCK W/SUCKER,0.4108,6
21018,84255A,PINK GLASS COCKTAIL LAMP,0.4063,7
21018,90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,0.4021,8
21018,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,0.3682,9
21018,20899,VINTAGE NOTEBOOK RED ROSE,0.3234,10
21025,21026,SPACE OWL,0.5658,1
21025,21027,NINJA RABBIT PINK,0.4346,2
21025,44242B,PINK FEATHERS CURTAIN,0.3864,3
21025,21028,NINJA RABBIT BLACK,0.3684,4
21025,35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.3644,5
21025,72793,BLACK BOX MIRROR LANTERN,0.3602,6
21025,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.3602,7
21025,84387A,BIRD ON BRANCH CANVAS SCREEN,0.3585,8
21025,35598B,BLACK CHRISTMAS TREE 60CM,0.3579,9
21025,85230G,ORANGE VOTIVE CANDLE,0.3577,10
21026,21025,SPACE FROG,0.5658,1
21026,21311,SET/4 BIRD MIRROR MAGNETS,0.4417,2
21026,84932C,SMALL ORIENTAL BLUE FOLDING STOOL,0.2807,3
21026,21027,NINJA RABBIT PINK,0.261,4
21026,84461,12 PINK HEN+CHICKS IN BASKET,0.2471,5
21026,21030,SPACE CADET RED,0.243,6
21026,79328,BLUE FLOCK GLASS CANDLEHOLDER,0.2421,7
21026,16238,PARTY TIME PENCIL ERASERS,0.2361,8
21026,23187,FRENCH STYLE STORAGE JAR BONBONS,0.2329,9
21026,44242B,PINK FEATHERS CURTAIN,0.2306,10
21027,21576,LETS GO SHOPPING COTTON TOTE BAG,0.5241,1
21027,21028,NINJA RABBIT BLACK,0.5082,2
21027,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.4801,3
21027,72793,BLACK BOX MIRROR LANTERN,0.4786,4
21027,21525,BEWARE OF THE CAT DOORMAT,0.4783,5
21027,84387A,BIRD ON BRANCH CANVAS SCREEN,0.4783,6
21027,84858A,NATURAL RIVIERA HANDBAG,0.4751,7
21027,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.4715,8
21027,21065,BOOM BOX SPEAKER GIRLS,0.4711,9
21027,71510,SQUARE METAL CANDLEHOLDER BASE,0.47,10
21028,84387A,BIRD ON BRANCH CANVAS SCREEN,0.7692,1
21028,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.7686,2
21028,84858A,NATURAL RIVIERA HANDBAG,0.764,3
21028,72793,BLACK BOX MIRROR LANTERN,0.7629,4
21028,35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.7595,5
21028,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.7583,6
21028,71510,SQUARE METAL CANDLEHOLDER BASE,0.7558,7
21028,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.7537,8
21028,21065,BOOM BOX SPEAKER GIRLS,0.7524,9
21028,16168S,FUNKY MONKEY GIFT BAG SMALL,0.7524,10
21030,21028,NINJA RABBIT BLACK,0.4217,1
21030,21032,SPACE CADET WHITE,0.4196,2
21030,21027,NINJA RABBIT PINK,0.3093,3
21030,21031,SPACE CADET BLACK,0.3037,4
21030,20697,LITTLE GREEN MONSTER SOFT TOY,0.2536,5
21030,23068,ALUMINIUM STAMPED HEART,0.2526,6
21030,21025,SPACE FROG,0.244,7
21030,21026,SPACE OWL,0.243,8
21030,20698,LITTLE PINK MONSTER SOFT TOY,0.24,9
21030,21220,SET/4 BADGES DOGS,0.237,10
21031,47016,LIGHT DECORATION BATTERY OPERATED,0.7207,1
21031,21032,SPACE CADET WHITE,0.6637,2
21031,21030,SPACE CADET RED,0.3037,3
21031,21027,NINJA RABBIT PINK,0.2725,4
21031,20697,LITTLE GREEN MONSTER SOFT TOY,0.255,5
21031,21028,NINJA RABBIT BLACK,0.2532,6
21031,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,0.2514,7
21031,84387A,BIRD ON BRANCH CANVAS SCREEN,0.2446,8
21031,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.2443,9
21031,84858A,NATURAL RIVIERA HANDBAG,0.2429,10
21032,21031,SPACE CADET BLACK,0.6637,1
21032,47016,LIGHT DECORATION BATTERY OPERATED,0.6063,2
21032,21030,SPACE CADET RED,0.4196,3
21032,16248B,BLUE HOLE PUNCH,0.3995,4
21032,21027,NINJA RABBIT PINK,0.2749,5
21032,21025,SPACE FROG,0.2342,6
21032,90115,SUMMER BUTTERFLIES BAG CHARM,0.2245,7
21032,85129C,BEADED CRYSTAL HEART BLUE SMALL,0.2213,8
21032,20697,LITTLE GREEN MONSTER SOFT TOY,0.2145,9
21032,90128C,GREEN LEAVES AND BEADS PHONE CHARM,0.2043,10
21033,21579,LOLITA  DESIGN  COTTON TOTE BAG,0.8364,1
21033,17013C,ORIGAMI LAVENDER INCENSE IN TUBE,0.8248,2
21033,84509E,CAROUSEL PLACEMATS,0.813,3
21033,20714,POSY SHOPPER BAG,0.8096,4
21033,84720,DOT MATRIX CANVAS ART PICTURE,0.8061,5
21033,21581,SKULLS  DESIGN  COTTON TOTE BAG,0.8007,6
21033,72225C,LAVENDER SCENT CAKE CANDLE,0.7984,7
21033,16207B,PINK HEART RED HANDBAG,0.7969,8
21033,84660A,WHITE STITCHED WALL CLOCK,0.7964,9
21033,21100,CHARLIE AND LOLA CHARLOTTE BAG,0.7865,10
21034,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,0.3663,1
21034,90154,LAZER CUT NECKLACE W PASTEL BEADS,0.3561,2
21034,90149,SILVER FLOWR PINK SHELL NECKLACE,0.3557,3
21034,35930,PINK HEART CHRISTMAS DECORATION,0.3555,4
21034,35974,S/6 CHRISTMAS TREE PLACE SETTING,0.3555,5
21034,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,0.3503,6
21034,22070,SMALL RETRO SPOT MUG IN BOX  RED,0.3459,7
21034,37479P,CUBIC MUG FLOCK PINK ON BROWN,0.3179,8
21034,23072,MARIE ANTOINETTE TRINKET BOX SILVER,0.3156,9
21034,16010,FOLDING CAMPING SCISSOR W/KNIF & S,0.3136,10
21035,21154,RED SPOTTY OVEN GLOVE,0.8738,1
21035,21936,RED/WHITE SPOT PICNIC BAG,0.7937,2
21035,47570B,TEA TIME TABLE CLOTH,0.7168,3
21035,47559B,TEA TIME OVEN GLOVE,0.7061,4
21035,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.7052,5
21035,35924,HANGING FAIRY CAKE DECORATION,0.6793,6
21035,21231,SWEETHEART CERAMIC TRINKET BOX,0.6698,7
21035,82578,KITCHEN METAL SIGN,0.6642,8
21035,37450,CERAMIC CAKE BOWL + HANGING CAKES,0.6477,9
21035,20725,LUNCH BAG RED SPOTTY,0.6463,10
21036,90019B,GOLD M.O.P ORBIT BRACELET,0.6255,1
21036,90066A,PINK VINTAGE VICTORIAN CHOKER,0.5547,2
21036,35995,SET/6 BLACK GLITTER REINDEER CANDLE,0.5,3
21036,90202B,WHITE ENAMEL FLOWER HAIR TIE,0.3123,4
21036,85169B,BLACK LOVE BIRD CANDLE,0.3016,5
21036,90014A,SILVER/MOP ORBIT NECKLACE,0.2887,6
21036,16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,0.2722,7
21036,90170,DAISY HAIR BAND,0.233,8
21036,90019A,SILVER M.O.P ORBIT BRACELET,0.2265,9
21036,90199C,5 STRAND GLASS NECKLACE CRYSTAL,0.2217,10
21038,90020,FILIGREE DIAMANTE CHAIN,0.8045,1
21038,35936,CERISE+GOLD CHRISTMAS TREE DEC,0.4484,2
21038,90081A,LILY BROOCH AMETHYST COLOUR,0.4433,3
21038,72715,SPHERICAL IVORY CANDLE,0.4168,4
21038,90196B,BLACK GEMSTONE NECKLACE 45CM,0.4133,5
21038,90043,COPPER AND BRASS BAG CHARM,0.41,6
21038,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",0.3846,7
21038,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,0.3625,8
21038,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,0.3486,9
21038,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,0.3471,10
21039,21846,PINK DIAMANTE PEN IN GIFT BOX,0.5895,1
21039,72799A,BLACK PILLAR CANDLE SILVER FLOCK,0.5759,2
21039,72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,0.5625,3
21039,72800F,4 IVORY DINNER CANDLES GOLD FLOCK,0.56,4
21039,72799B,PURPLE PILLAR CANDLE BLACK FLOCK,0.5594,5
